Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	220
Germ-P2S2-ACN-a_S165.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02299242101677595	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11496210508387976	0.11709103295580345
Germ-P2S2-ACN-b_S166.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023158678301145527	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.11992886977378933	0.12199660890782019
Germ-P2S2-Chanvre-a_S217.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.030764650424254452	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15382325212127226	0.15630427231677665
Germ-P2S2-Chanvre-b_S218.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04446377652119279	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22231888260596394	0.22473539219950703
Germ-P2S2-Colza-a_S191.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028323262839879152	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.004720543806646525	0.03209969788519638	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14161631419939577	0.14397658610271902
Germ-P2S2-Colza-b_S192.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03996574364830145	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.19982871824150727	0.20220763155390617
Germ-P2S2-Colza-c_S193.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038099160788755596	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.190495803943778	0.19307007156463984
Germ-P2S2-Colza-myro-a_S194.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037948817748370146	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.18974408874185072	0.19217670526418215
Germ-P2S2-Colza-myro-c_S196.16S.R1 - illumina_small_rna_3'_adapter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.058351568198395334	0.2908460977388767	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.29175784099197666	0.2940371991247265
